,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
9159,0.155,0.708,4,-7.574,1,0.0416,0.0,0.866,0.101,0.544,74.15,185933,4
9160,0.334,0.779,0,-3.981,1,0.0508,0.0233,0.0,0.168,0.282,122.705,259720,4
9161,0.579,0.826,9,-5.84,1,0.047,0.000492,0.0532,0.167,0.378,138.789,266600,4
9162,0.8,0.5,7,-8.257,1,0.214,0.109,0.00635,0.218,0.607,82.554,377720,4
9163,0.396,0.83,9,-9.848,1,0.125,0.0764,0.0261,0.0902,0.678,187.639,210520,4
9164,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413,4
9165,0.521,0.872,2,-1.722,1,0.0338,0.000437,0.00846,0.203,0.385,117.952,260667,4
9166,0.56,0.332,4,-12.929,0,0.0261,0.945,0.661,0.127,0.077,85.754,110640,4
9167,0.313,0.388,0,-14.226,1,0.034,0.522,0.788,0.143,0.198,152.053,331200,3
9168,0.347,0.948,0,-8.59,1,0.225,0.126,0.00131,0.753,0.205,136.999,272680,4
9169,0.655,0.795,5,-6.673,0,0.0547,0.0143,0.0,0.297,0.364,130.968,197601,4
9170,0.238,0.941,9,-6.158,0,0.0835,0.00442,0.000377,0.801,0.188,137.027,320107,4
9171,0.523,0.882,5,-4.156,0,0.0356,0.00291,0.0184,0.092,0.501,90.03,219467,4
9172,0.244,0.994,8,-6.782,1,0.201,0.000918,0.677,0.135,0.203,191.225,203000,4
9173,0.2,0.832,8,-8.081,1,0.0663,0.000585,3.19e-06,0.978,0.336,137.043,346000,4
9174,0.672,0.884,0,-3.558,1,0.0316,0.0727,1.43e-06,0.252,0.874,105.032,153187,4
9175,0.54,0.666,11,-7.683,0,0.0301,0.0191,0.000847,0.0982,0.321,143.399,232867,4
9176,0.324,0.905,5,-7.823,0,0.0674,0.0185,0.0878,0.293,0.492,142.565,190400,4
9177,0.539,0.91,0,-5.15,1,0.0436,0.000616,1.3e-06,0.264,0.735,106.355,296813,3
9178,0.584,0.881,4,-8.456,0,0.0337,0.0248,0.0109,0.0752,0.827,97.926,168093,4
9179,0.508,0.291,0,-6.181,1,0.0372,0.912,0.0747,0.103,0.132,88.56,132200,4
9180,0.563,0.822,2,-5.013,1,0.0383,0.186,0.0,0.173,0.595,170.047,273467,4
9181,0.476,0.974,1,-3.728,0,0.105,0.00147,0.0119,0.323,0.53,139.093,113667,4
9182,0.512,0.894,2,-9.044,1,0.0576,0.0785,1.32e-06,0.184,0.75,96.138,284213,4
9183,0.53,0.444,6,-8.221,0,0.0441,0.765,0.0,0.394,0.273,133.994,223720,4
9184,0.48,0.737,11,-7.268,0,0.57,0.516,1.77e-05,0.779,0.701,156.672,356507,4
9185,0.435,0.871,11,-7.18,1,0.0629,0.000456,8.85e-06,0.964,0.403,131.097,270446,4
9186,0.468,0.763,10,-6.482,0,0.0364,0.111,0.0,0.963,0.324,143.735,251600,4
9187,0.315,0.951,9,-3.327,1,0.0588,0.00137,0.47,0.228,0.634,143.042,115333,4
9188,0.443,0.861,4,-8.936,1,0.0326,0.00497,0.39,0.366,0.744,132.938,272417,4
9189,0.284,0.739,2,-6.589,0,0.0689,0.00935,0.387,0.0879,0.612,174.378,321627,4
9190,0.214,0.95,0,-6.293,1,0.139,0.0552,0.00444,0.805,0.319,126.735,212041,4
9191,0.108,0.151,7,-19.382,1,0.0388,0.861,0.464,0.111,0.0333,168.514,83053,3
9192,0.353,0.834,6,-5.244,1,0.194,0.0407,0.0126,0.343,0.573,163.002,324347,3
9193,0.499,0.572,0,-8.748,1,0.0354,0.0605,0.0,0.133,0.654,161.774,183941,4
9194,0.156,0.976,0,-4.87,1,0.219,0.000369,0.146,0.968,0.0865,191.62,513707,4
9195,0.599,0.649,0,-10.33,1,0.0594,0.632,0.0,0.106,0.912,114.437,201183,4
9196,0.36,0.785,3,-8.352,1,0.0389,3.22e-06,0.22,0.115,0.597,148.582,223773,1
9197,0.31,0.912,0,-4.109,1,0.26,0.00109,4.22e-05,0.427,0.294,187.892,191680,4
9198,0.68,0.679,10,-6.076,1,0.0423,0.00495,0.00861,0.0953,0.867,83.821,243224,4
9199,0.409,0.82,1,-9.136,1,0.064,0.0189,0.696,0.237,0.935,142.524,274853,4
9200,0.527,0.894,1,-5.442,1,0.0691,0.0181,0.000493,0.694,0.373,92.007,306653,4
9201,0.491,0.821,5,-6.67,1,0.0464,0.0624,0.0205,0.135,0.245,74.945,222200,4
9202,0.407,0.932,6,-6.244,1,0.0478,1.88e-05,0.838,0.0968,0.703,129.007,216560,4
9203,0.684,0.692,0,-5.122,1,0.0335,0.013,0.395,0.114,0.687,152.817,342573,4
9204,0.233,0.653,9,-6.797,1,0.0603,0.136,2.09e-05,0.855,0.46,136.26,405507,4
9205,0.533,0.637,0,-5.843,0,0.0431,0.0345,0.000637,0.0632,0.226,147.182,274827,4
9206,0.542,0.947,9,-4.111,1,0.125,0.0118,0.0505,0.339,0.565,143.168,208867,4
9207,0.638,0.75,11,-5.45,0,0.0689,0.013,0.000122,0.0688,0.609,118.009,224627,4
9208,0.416,0.941,11,-10.111,0,0.0645,0.0115,0.00157,0.932,0.276,150.02,377662,4
9209,0.562,0.951,10,-7.183,1,0.0515,0.0449,0.0709,0.354,0.656,96.062,155440,4
9210,0.477,0.233,1,-12.825,1,0.059,0.922,6.15e-06,0.107,0.187,79.27,196090,4
9211,0.591,0.391,9,-10.254,1,0.183,0.505,0.0,0.0703,0.681,167.627,219533,4
9212,0.464,0.906,1,-6.749,0,0.0976,0.0863,4.93e-05,0.733,0.558,165.378,267373,4
9213,0.543,0.688,7,-5.235,1,0.0301,0.0105,1.1e-05,0.0742,0.358,132.11,282600,4
9214,0.373,0.333,5,-10.102,1,0.0298,0.17,1.64e-05,0.122,0.122,144.451,276627,3
9215,0.543,0.924,1,-3.286,0,0.0722,0.000432,6.29e-06,0.0545,0.836,167.011,214480,4
9216,0.652,0.529,4,-12.28,0,0.184,0.0268,5.28e-06,0.0748,0.854,144.6,273533,3
9217,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,260333,4
9218,0.531,0.859,5,-6.138,1,0.0383,0.000509,0.00265,0.963,0.29,119.994,273440,4
9219,0.712,0.712,0,-7.819,1,0.0712,0.0496,0.00699,0.562,0.832,144.853,228573,4
9220,0.541,0.881,7,-5.689,1,0.0385,2.52e-05,4.13e-05,0.097,0.671,104.999,249000,4
9221,0.284,0.909,3,-8.516,1,0.0755,0.315,0.000152,0.966,0.341,170.244,253053,4
9222,0.447,0.48,11,-7.401,1,0.0252,0.0991,7.53e-06,0.109,0.273,95.978,325720,3
9223,0.56,0.817,4,-6.78,1,0.039,0.0209,0.123,0.0652,0.281,120.029,202213,4
9224,0.572,0.662,0,-5.929,1,0.0259,0.00239,0.0,0.109,0.502,79.99,215333,4
9225,0.886,0.478,2,-9.75,1,0.0405,0.102,0.0293,0.0515,0.966,106.328,283640,4
9226,0.691,0.741,1,-5.088,1,0.125,0.00367,0.000179,0.597,0.771,93.533,168040,4
9227,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
9228,0.509,0.82,8,-3.506,1,0.0603,0.0151,0.14,0.501,0.719,141.477,409707,4
9229,0.261,0.673,6,-5.638,1,0.0433,0.00715,0.000405,0.105,0.12,155.325,313453,4
9230,0.564,0.329,8,-13.803,1,0.0293,0.365,0.000484,0.329,0.149,103.937,295613,4
9231,0.388,0.356,5,-11.187,0,0.0348,0.00216,0.0762,0.139,0.338,118.199,444800,3
9232,0.518,0.929,0,-7.774,1,0.0429,0.00156,2.97e-05,0.108,0.54,118.13,162053,4
9233,0.538,0.699,2,-7.358,1,0.0303,0.0059,5.13e-05,0.124,0.228,102.925,175733,4
9234,0.646,0.719,1,-7.192,1,0.0685,0.159,0.000432,0.0758,0.71,160.008,216947,4
9235,0.464,0.835,6,-5.825,1,0.0692,0.056,0.0,0.106,0.751,97.343,172457,4
9236,0.629,0.656,9,-10.572,1,0.0978,0.604,0.0,0.983,0.672,98.316,207033,4
9237,0.421,0.658,1,-11.14,1,0.093,0.126,0.000539,0.104,0.53,82.291,253027,4
9238,0.579,0.623,9,-14.077,1,0.038,0.0426,0.000102,0.219,0.533,134.661,258507,4
9239,0.111,0.856,9,-5.246,1,0.0548,0.0434,0.000131,0.603,0.542,166.473,252200,4
9240,0.464,0.939,11,-4.154,1,0.0556,3.82e-05,0.26,0.396,0.522,145.023,200800,4
9241,0.523,0.861,4,-5.362,1,0.0477,0.0199,0.0,0.17,0.398,118.61,295515,4
9242,0.236,0.661,2,-7.167,1,0.0591,0.000777,0.00353,0.102,0.336,121.556,313533,4
9243,0.303,0.955,0,-4.232,1,0.188,0.106,0.000564,0.906,0.307,107.591,385387,4
9244,0.688,0.671,1,-7.872,1,0.0975,0.0304,0.0,0.0782,0.537,83.988,264560,4
9245,0.562,0.995,7,-12.704,1,0.159,0.00553,0.000223,0.136,0.0392,152.108,71840,4
9246,0.386,0.342,7,-13.908,1,0.0667,0.0858,1.44e-05,0.191,0.421,68.316,30444,4
9247,0.217,0.993,11,-3.979,0,0.101,1.38e-05,0.971,0.103,0.105,108.536,60093,3
9248,0.306,0.663,2,-5.011,1,0.0291,0.0852,0.0,0.153,0.242,144.563,276840,4
9249,0.295,0.944,0,-3.66,1,0.0519,2.1e-05,0.000822,0.0735,0.236,144.03,389663,4
9250,0.579,0.948,10,-3.953,0,0.0673,0.0846,0.0,0.114,0.411,136.008,217893,4
9251,0.541,0.889,9,-3.997,1,0.049,0.00642,1.71e-05,0.02,0.902,167.995,206867,4
9252,0.302,0.896,6,-5.3,1,0.0755,0.0011,0.00116,0.197,0.232,177.678,308667,4
9253,0.54,0.884,4,-5.942,0,0.256,0.00119,0.000295,0.174,0.338,120.439,224760,4
9254,0.551,0.796,3,-8.355,1,0.0572,0.0412,2.14e-05,0.107,0.52,126.407,188027,4
9255,0.532,0.879,7,-4.751,1,0.0404,0.00737,9.9e-06,0.348,0.735,159.949,179613,4
9256,0.546,0.679,11,-12.616,1,0.0461,0.0399,0.0,0.076,0.921,149.14,267507,4
9257,0.336,0.983,0,-3.102,1,0.0916,0.0273,0.667,0.782,0.293,98.077,168200,4
9258,0.463,0.958,2,-3.292,1,0.105,0.0016,0.0,0.198,0.464,160.082,191572,4
9259,0.601,0.872,11,-9.31,1,0.0707,0.0145,4.35e-05,0.83,0.749,89.0,309499,4
9260,0.323,0.851,4,-10.416,0,0.104,0.000962,0.000365,0.643,0.231,118.792,349680,4
9261,0.239,0.804,7,-11.453,0,0.0677,0.0445,0.000629,0.976,0.286,90.339,524004,4
9262,0.788,0.785,1,-6.189,1,0.253,0.00547,6.56e-06,0.693,0.528,88.882,266360,4
9263,0.384,0.48,2,-16.123,1,0.0704,0.393,0.343,0.102,0.374,186.93,271147,4
9264,0.189,0.545,1,-7.442,1,0.0339,0.0099,1.47e-06,0.125,0.364,165.832,87400,4
9265,0.305,0.947,4,-3.027,0,0.0633,1.23e-05,0.915,0.0689,0.321,171.212,142800,4
9266,0.493,0.645,1,-5.936,1,0.0268,0.177,0.0,0.466,0.504,92.067,302173,4
9267,0.403,0.802,0,-10.509,0,0.0507,0.0405,0.0106,0.275,0.3,96.844,197646,4
9268,0.512,0.894,2,-9.044,1,0.0576,0.0785,1.32e-06,0.184,0.75,96.138,284213,4
9269,0.434,0.921,2,-3.136,1,0.0472,0.000121,0.00289,0.384,0.553,152.042,214440,4
9270,0.349,0.915,2,-7.166,1,0.0796,0.00292,0.00827,0.0832,0.733,169.007,126067,4
9271,0.313,0.84,2,-4.568,1,0.0634,0.0186,0.329,0.964,0.234,133.79,259517,4
9272,0.524,0.716,7,-6.301,1,0.0277,0.0486,4.77e-05,0.199,0.834,97.865,227533,4
9273,0.241,0.976,9,-4.437,1,0.126,0.000148,0.0214,0.969,0.119,93.78,251667,4
9274,0.42,0.549,0,-9.405,1,0.0284,0.0364,6.39e-05,0.083,0.25,158.178,367000,4
9275,0.111,0.899,1,-7.472,0,0.0918,0.000138,0.502,0.353,0.183,183.487,62617,4
9276,0.616,0.826,4,-6.481,1,0.0577,0.454,0.0,0.645,0.729,124.487,178707,4
9277,0.417,0.741,2,-4.483,1,0.0699,0.0392,1.44e-06,0.102,0.572,202.798,193560,4
9278,0.257,0.682,4,-7.11,0,0.0559,0.00489,0.0871,0.188,0.12,66.532,76413,3
9279,0.412,0.987,0,-3.867,1,0.0902,6.32e-06,0.0192,0.494,0.242,139.935,279840,4
9280,0.396,0.798,7,-5.807,1,0.0435,0.106,1.44e-06,0.304,0.6,154.183,175373,4
9281,0.409,0.948,1,-5.908,0,0.115,2.87e-05,0.0,0.741,0.839,171.132,159608,4
9282,0.519,0.78,2,-4.939,1,0.0356,0.00165,2.14e-05,0.156,0.166,145.125,239333,4
9283,0.296,0.979,4,-4.223,0,0.119,0.000462,0.000104,0.811,0.071,105.066,222613,4
9284,0.465,0.733,0,-6.703,1,0.0299,0.0167,0.0,0.776,0.192,75.527,340200,4
9285,0.52,0.755,4,-9.031,0,0.134,0.0195,0.34,0.0956,0.608,155.513,331107,4
9286,0.594,0.663,9,-7.613,1,0.0281,0.000105,0.716,0.149,0.239,123.995,216400,4
9287,0.448,0.963,8,-4.895,1,0.0569,0.00458,6.91e-06,0.0623,0.416,91.565,258040,4
9288,0.405,0.705,10,-5.596,1,0.106,0.561,0.0174,0.199,0.556,89.336,25187,4
9289,0.301,0.951,8,-6.451,1,0.133,0.00074,0.00132,0.323,0.4,79.485,303576,4
9290,0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13e-06,0.341,0.372,102.019,196863,4
9291,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4
9292,0.736,0.529,11,-6.657,0,0.0669,0.00451,0.0,0.0849,0.162,139.897,230184,4
9293,0.558,0.666,7,-8.016,1,0.0313,0.234,0.000132,0.0568,0.851,141.581,233641,4
9294,0.278,0.928,2,-8.131,1,0.41,0.749,0.953,0.955,0.346,81.175,144800,4
9295,0.274,0.936,7,-2.925,1,0.0679,0.00179,1.48e-05,0.0685,0.602,169.069,186987,4
9296,0.314,0.783,9,-7.59,1,0.0428,0.116,0.0254,0.559,0.838,175.967,150640,4
9297,0.318,0.87,5,-4.246,1,0.0652,0.000195,0.192,0.133,0.297,169.906,441402,4
9298,0.404,0.924,11,-5.387,0,0.0701,0.00123,0.748,0.442,0.417,93.418,248511,4
9299,0.813,0.341,11,-14.411,0,0.0409,0.0654,0.69,0.0897,0.76,107.77,213547,4
9300,0.573,0.851,7,-6.154,1,0.0658,0.00884,2.63e-06,0.307,0.788,162.897,164029,4
9301,0.319,0.887,9,-10.212,1,0.0328,2.44e-05,0.858,0.1,0.782,77.201,140907,4
9302,0.376,0.936,8,-5.32,1,0.108,0.000392,1.19e-05,0.95,0.334,88.509,305826,4
9303,0.467,0.653,3,-7.349,1,0.0286,0.619,1.22e-05,0.617,0.586,78.947,235747,4
9304,0.335,0.952,1,-6.305,1,0.107,0.000179,7.65e-05,0.965,0.23,131.761,467230,4
9305,0.412,0.758,9,-5.955,0,0.0294,0.0223,0.00446,0.563,0.52,81.485,291895,4
9306,0.284,0.964,0,-8.949,1,0.0952,7.61e-05,0.305,0.977,0.0602,137.027,259613,4
9307,0.704,0.422,7,-8.882,1,0.0643,0.0209,0.0,0.293,0.511,137.916,151957,4
9308,0.447,0.912,1,-8.081,1,0.137,0.0207,0.19,0.131,0.262,126.103,613800,4
9309,0.521,0.926,9,-3.193,0,0.046,0.00758,1.13e-05,0.234,0.462,134.002,188240,4
9310,0.571,0.806,4,-6.244,1,0.0426,0.0181,0.0,0.0348,0.643,92.019,243787,4
9311,0.334,0.875,4,-3.798,0,0.0751,0.000153,0.000494,0.413,0.322,169.426,246413,4
9312,0.305,0.997,6,-2.93,1,0.464,0.0916,0.001,0.94,0.0612,85.024,317493,4
9313,0.517,0.645,7,-7.172,1,0.0297,0.0629,0.0,0.826,0.39,130.271,167213,4
9314,0.283,0.283,2,-7.502,1,0.0312,0.188,0.00132,0.115,0.0397,104.87,203653,4
9315,0.45,0.77,9,-6.686,1,0.0678,0.0127,8.05e-05,0.232,0.412,125.365,270173,4
9316,0.576,0.738,4,-4.955,0,0.0277,0.00318,0.0,0.308,0.324,124.043,233893,4
9317,0.207,0.971,9,-3.967,1,0.183,0.000389,0.0,0.0751,0.27,153.727,208493,4
9318,0.687,0.745,2,-7.637,1,0.0348,0.159,1.38e-05,0.964,0.401,112.056,243023,4
9319,0.702,0.723,1,-6.022,1,0.0394,0.0338,0.00155,0.0926,0.849,110.001,373309,4
9320,0.443,0.454,0,-14.684,1,0.027,0.0033,0.0941,0.96,0.374,82.827,270427,4
9321,0.409,0.913,1,-4.683,1,0.0467,7.51e-05,0.0187,0.183,0.315,155.099,262960,4
9322,0.263,0.84,11,-8.116,0,0.0394,0.0374,0.000498,0.341,0.466,100.771,401195,4
9323,0.439,0.614,7,-7.049,1,0.0391,5.75e-05,0.695,0.062,0.357,183.853,227987,4
9324,0.346,0.85,0,-4.669,1,0.0426,0.00451,0.000726,0.109,0.159,130.745,367027,4
9325,0.47,0.714,0,-11.262,1,0.0467,0.00558,0.0112,0.123,0.545,148.464,204966,4
9326,0.548,0.529,1,-10.943,1,0.0451,0.328,0.00121,0.147,0.497,122.033,239947,4
9327,0.449,0.688,9,-6.798,1,0.0827,0.263,1.5e-06,0.168,0.677,76.859,200080,4
9328,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4
9329,0.423,0.912,6,-3.564,0,0.0422,0.00014,0.0,0.356,0.736,172.081,179507,4
9330,0.568,0.877,8,-5.821,1,0.105,0.165,2.3e-06,0.912,0.33,118.84,373573,4
9331,0.68,0.958,6,-5.309,1,0.0922,0.0279,0.0,0.139,0.766,101.814,332653,4
9332,0.52,0.622,4,-12.703,1,0.0484,0.275,0.000112,0.197,0.48,127.264,258533,4
9333,0.591,0.846,6,-6.12,1,0.0307,0.00114,8.71e-05,0.0718,0.189,121.013,377514,4
9334,0.614,0.969,9,-3.885,0,0.0296,1.57e-05,0.0218,0.0433,0.938,125.922,162000,4
9335,0.404,0.924,9,-5.175,1,0.0453,0.359,0.0,0.896,0.442,91.663,278400,4
9336,0.534,0.425,9,-5.917,1,0.0272,0.128,0.0,0.14,0.0742,132.041,298733,4
9337,0.681,0.534,4,-6.487,1,0.0408,0.00513,0.000193,0.0722,0.331,122.515,307120,4
9338,0.281,0.898,1,-12.435,0,0.111,2.77e-05,0.894,0.0351,0.627,192.991,42083,4
9339,0.683,0.708,7,-9.649,1,0.0366,0.169,0.000137,0.0842,0.408,100.936,173248,4
9340,0.54,0.923,8,-4.915,1,0.0421,0.000106,0.0,0.0666,0.786,133.994,220523,4
9341,0.524,0.564,2,-8.16,1,0.0415,0.816,1.01e-06,0.964,0.283,125.173,283587,4
9342,0.438,0.794,9,-5.784,1,0.034,0.00148,0.000204,0.279,0.235,76.367,264360,4
9343,0.533,0.855,0,-4.747,1,0.0388,0.00186,0.375,0.0567,0.464,75.011,220106,4
9344,0.285,0.982,9,-4.446,1,0.266,0.000343,0.122,0.0884,0.131,161.721,138400,4
9345,0.602,0.898,2,-3.789,0,0.0364,4.39e-05,0.000109,0.356,0.566,111.036,230707,4
9346,0.517,0.7,2,-6.093,1,0.03,0.0261,0.84,0.12,0.201,136.049,275013,4
9347,0.353,0.937,9,-5.737,1,0.0971,0.0146,0.0,0.362,0.558,161.961,197440,4
9348,0.443,0.825,7,-5.216,1,0.118,0.372,0.497,0.143,0.378,184.656,202373,4
9349,0.449,0.943,9,-4.76,0,0.0615,0.00139,6.62e-05,0.717,0.326,147.953,235213,4
9350,0.227,0.943,6,-4.445,1,0.0712,0.00991,0.000545,0.21,0.579,168.321,368250,4
9351,0.652,0.759,9,-10.125,1,0.0338,0.00226,0.000233,0.149,0.774,123.984,229200,4
9352,0.765,0.698,9,-6.775,0,0.0311,0.315,0.000419,0.147,0.812,115.04,236173,4
9353,0.526,0.811,2,-4.725,1,0.0489,0.134,5.69e-05,0.112,0.858,162.734,193254,4
9354,0.108,0.696,6,-11.501,0,0.0612,0.207,0.468,0.895,0.421,73.793,424493,4
9355,0.594,0.887,11,-5.356,1,0.0839,0.00045,0.000225,0.124,0.606,109.988,177973,4
9356,0.495,0.918,11,-4.237,0,0.0614,0.223,0.0,0.155,0.796,199.946,120800,4
9357,0.344,0.984,0,-2.35,0,0.22,0.00103,0.268,0.0741,0.192,124.376,269373,4
9358,0.439,0.787,0,-5.779,1,0.054,0.00209,0.0862,0.903,0.532,96.236,301319,4
9359,0.37,0.55,11,-11.393,0,0.304,0.838,0.264,0.674,0.031,170.097,121120,4
9360,0.32,0.802,7,-7.609,1,0.0392,0.154,2.86e-05,0.378,0.894,173.015,158040,4
9361,0.299,0.88,0,-3.842,0,0.0541,0.0117,1.18e-06,0.944,0.157,97.686,207573,3
9362,0.213,0.63,3,-12.681,1,0.0501,0.785,0.263,0.365,0.3,100.565,151307,4
9363,0.601,0.772,0,-4.137,0,0.031,0.181,0.0543,0.0928,0.294,99.445,283573,4
9364,0.483,0.944,0,-5.31,0,0.101,9.63e-05,0.0323,0.274,0.452,91.362,191760,4
9365,0.39,0.695,9,-10.036,1,0.0286,0.00411,0.886,0.132,0.742,94.439,238608,4
9366,0.563,0.506,11,-12.356,1,0.0321,0.815,1.32e-05,0.169,0.605,104.054,279663,4
9367,0.457,0.956,1,-3.653,1,0.0955,0.0184,0.00041,0.807,0.344,108.866,313187,4
9368,0.156,0.713,9,-5.669,1,0.0555,0.195,0.923,0.156,0.098,141.19,328080,4
9369,0.523,0.938,10,-4.277,0,0.0673,0.000166,0.848,0.49,0.437,108.471,180587,4
9370,0.64,0.792,4,-5.906,0,0.0308,0.0436,0.00183,0.35,0.528,103.471,282933,4
9371,0.208,0.391,5,-8.038,1,0.0383,0.805,0.267,0.111,0.111,125.656,282467,3
9372,0.436,0.99,2,-3.89,1,0.0604,4.63e-06,0.02,0.145,0.37,93.062,204987,4
9373,0.33,0.673,2,-5.681,1,0.0325,0.00882,1.31e-06,0.111,0.213,115.001,201480,4
9374,0.469,0.9,11,-10.105,1,0.0362,0.00368,3.54e-05,0.581,0.878,149.816,184645,4
9375,0.317,0.931,2,-5.794,1,0.0576,6.26e-05,0.653,0.878,0.248,113.007,360360,4
9376,0.46,0.901,3,-5.442,0,0.0753,0.00441,0.000259,0.876,0.429,105.979,381040,4
9377,0.303,0.901,4,-2.036,0,0.0511,0.00189,0.0117,0.379,0.305,98.127,263533,5
9378,0.523,0.899,4,-3.455,1,0.0587,0.0652,0.0,0.715,0.732,152.998,220080,4
9379,0.57,0.808,2,-4.464,1,0.0271,0.084,0.0,0.289,0.717,137.989,154000,4
9380,0.38,0.589,0,-7.866,1,0.0352,0.0831,0.00283,0.96,0.259,149.9,352360,4
9381,0.466,0.852,3,-4.487,1,0.0585,0.00774,2.6e-06,0.0989,0.428,164.032,217613,4
9382,0.545,0.962,7,-4.552,1,0.14,0.0133,0.0,0.059,0.539,160.017,146493,4
9383,0.558,0.798,7,-9.204,1,0.0457,0.384,0.0,0.441,0.599,109.939,121520,4
9384,0.256,0.904,2,-4.27,1,0.05,0.00905,0.0,0.495,0.331,122.555,284573,4
9385,0.303,0.729,0,-8.174,1,0.0606,0.000285,0.48,0.159,0.198,112.191,546560,3
9386,0.384,0.895,7,-3.684,1,0.0738,0.0122,0.000114,0.38,0.463,168.127,217120,4
9387,0.337,0.97,0,-7.692,1,0.15,0.000125,0.0588,0.389,0.26,120.472,495613,4
9388,0.459,0.936,4,-11.182,0,0.086,0.0545,0.233,0.695,0.491,141.586,208967,4
9389,0.346,0.831,6,-7.89,1,0.0541,0.212,0.0325,0.738,0.44,113.09,246173,4
9390,0.479,0.865,9,-5.182,1,0.0483,0.106,0.947,0.0542,0.801,113.555,210893,4
9391,0.199,0.738,7,-7.685,1,0.0552,0.543,9.22e-05,0.12,0.587,180.952,261813,4
9392,0.415,0.543,2,-5.992,1,0.0294,0.4,0.0,0.12,0.138,79.801,222093,4
9393,0.737,0.7,2,-10.158,1,0.275,0.128,0.00183,0.114,0.506,149.359,95849,4
9394,0.541,0.781,0,-6.869,1,0.0361,0.000996,0.000447,0.146,0.318,125.893,294160,4
9395,0.369,0.863,2,-10.051,0,0.214,0.0749,0.428,0.42,0.151,118.889,97347,3
9396,0.204,0.59,7,-7.266,0,0.0396,0.0747,0.778,0.953,0.0974,144.033,187360,4
9397,0.244,0.886,9,-4.468,1,0.0494,0.365,0.21,0.818,0.364,82.629,217640,4
9398,0.814,0.584,11,-8.354,0,0.0704,0.479,0.0,0.0533,0.597,119.986,297667,4
9399,0.372,0.985,4,-4.506,1,0.135,0.0492,0.00217,0.809,0.433,139.787,288787,4
9400,0.537,0.268,4,-10.107,1,0.0309,0.763,0.0626,0.113,0.0398,114.216,231400,4
9401,0.473,0.983,11,-3.269,0,0.287,0.00852,6.31e-05,0.285,0.336,156.011,230358,4
9402,0.462,0.807,1,-11.852,0,0.0757,0.00126,1.32e-06,0.0568,0.648,160.304,250000,4
9403,0.355,0.644,9,-10.007,1,0.0361,0.612,0.000369,0.154,0.869,160.339,124186,4
9404,0.57,0.237,7,-14.155,1,0.0318,0.791,0.0193,0.0908,0.495,125.911,150840,4
9405,0.139,0.911,4,-4.166,0,0.108,2.54e-05,0.452,0.962,0.201,140.506,252877,4
9406,0.547,0.601,6,-11.43,1,0.0305,0.279,0.00461,0.734,0.355,89.902,316867,4
9407,0.582,0.741,9,-8.466,1,0.047,0.00109,0.212,0.126,0.86,140.025,223213,4
9408,0.305,0.866,7,-6.227,1,0.0376,0.0047,9.07e-05,0.931,0.636,109.889,352760,4
9409,0.379,0.893,1,-7.756,1,0.116,0.00117,0.0,0.774,0.325,147.61,418693,4
9410,0.449,0.897,1,-9.757,1,0.0369,0.0529,0.536,0.16,0.116,110.08,190707,4
9411,0.569,0.579,1,-10.988,1,0.0716,0.5,2.79e-05,0.109,0.407,108.998,263227,4
9412,0.797,0.642,0,-8.082,1,0.0725,0.0799,1.19e-05,0.371,0.667,113.999,250387,4
9413,0.238,0.992,5,-4.051,0,0.196,0.0538,0.0245,0.762,0.0647,117.336,176693,4
9414,0.218,0.639,1,-7.952,0,0.0464,0.0127,0.652,0.137,0.106,105.96,191387,3
9415,0.315,0.751,1,-8.669,1,0.103,0.0243,0.00176,0.943,0.54,143.857,407120,4
9416,0.413,0.951,9,-5.824,1,0.0542,2.04e-05,0.000894,0.907,0.301,129.279,215693,4
9417,0.347,0.914,6,-10.022,0,0.0909,0.00133,0.124,0.346,0.221,170.09,190347,4
9418,0.452,0.814,11,-5.408,1,0.103,0.00137,0.0,0.0706,0.487,183.481,256227,4
9419,0.343,0.996,5,-0.48,0,0.182,0.000566,0.0,0.982,0.183,106.25,280600,4
9420,0.283,0.731,6,-7.586,1,0.0416,0.0228,0.0,0.949,0.271,131.97,377733,4
9421,0.473,0.991,1,-5.275,1,0.103,0.0121,3.82e-05,0.0454,0.4,118.435,520813,4
9422,0.241,0.3,2,-10.951,1,0.0293,0.471,0.746,0.0673,0.0683,93.53,330240,3
9423,0.423,0.94,0,-6.073,1,0.0601,0.000595,0.178,0.518,0.391,120.915,370800,4
9424,0.499,0.962,0,-4.726,1,0.0816,0.00639,1.84e-06,0.104,0.696,159.953,235613,4
9425,0.528,0.877,9,-4.851,1,0.132,0.00561,0.00992,0.0935,0.321,140.09,265827,4
9426,0.205,0.923,8,-8.095,1,0.111,0.000319,0.474,0.418,0.347,155.074,212373,4
