,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
273,0.262,0.939,4,-9.269,0,0.222,0.732,0.00952,0.936,0.0317,79.42,284427,3
274,0.365,0.927,11,-7.049,1,0.079,5.56e-05,0.00361,0.119,0.0393,138.607,230093,4
275,0.3,0.732,5,-4.742,1,0.0351,0.0729,0.0,0.0894,0.45,181.933,274307,3
276,0.686,0.824,11,-9.167,1,0.0288,0.00029,0.000318,0.191,0.49,111.808,227933,4
277,0.53,0.864,4,-3.323,0,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,222282,4
278,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4
279,0.547,0.831,7,-9.845,1,0.0584,0.704,0.0,0.0821,0.733,136.823,145162,4
280,0.486,0.73,3,-7.086,1,0.0374,0.502,0.0,0.962,0.463,71.646,288000,4
281,0.532,0.759,0,-8.213,1,0.0844,0.109,0.0,0.903,0.683,78.216,177000,4
282,0.261,0.829,8,-7.819,1,0.0607,0.000194,0.00959,0.255,0.121,141.304,184039,4
283,0.383,0.431,2,-6.652,1,0.0328,0.0613,0.0,0.0911,0.168,110.097,297573,3
284,0.601,0.804,4,-5.977,1,0.0316,0.000497,0.0,0.339,0.942,83.007,164280,4
285,0.46,0.859,1,-7.508,1,0.0515,5.42e-05,0.106,0.71,0.406,114.082,328657,1
286,0.464,0.994,8,-1.929,1,0.109,0.00139,0.596,0.306,0.877,171.55,132693,4
287,0.471,0.823,10,-10.565,0,0.0598,0.0033,0.104,0.0701,0.779,120.385,380693,4
288,0.584,0.53,2,-4.432,1,0.0287,0.465,0.0,0.349,0.49,126.105,228800,4
289,0.616,0.801,9,-4.39,1,0.0342,0.000165,3.97e-05,0.11,0.4,120.029,222253,4
290,0.502,0.591,7,-4.522,1,0.0242,0.00585,1.9e-05,0.0725,0.169,81.782,250533,4
291,0.62,0.85,6,-10.634,0,0.0534,0.00999,0.000146,0.165,0.833,76.019,234147,4
292,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
293,0.383,0.859,4,-9.81,1,0.0643,0.00159,0.0,0.0685,0.482,144.185,330466,4
294,0.486,0.405,0,-17.972,1,0.172,0.964,0.00556,0.639,0.438,119.372,188330,4
295,0.557,0.871,1,-5.233,0,0.185,0.00143,3.22e-05,0.271,0.59,75.902,218267,4
296,0.475,0.944,7,-4.19,1,0.396,0.0353,0.0,0.66,0.441,158.071,202863,4
297,0.538,0.955,9,-3.398,1,0.0719,0.0109,4.16e-05,0.798,0.383,104.054,224973,4
298,0.27,0.668,4,-7.409,0,0.0364,0.0102,0.000512,0.994,0.183,112.142,325333,4
299,0.714,0.827,7,-4.507,1,0.033,0.00651,0.0,0.191,0.666,126.993,217933,4
300,0.339,0.837,6,-3.64,1,0.0422,0.00827,0.000468,0.339,0.291,171.983,266560,4
301,0.39,0.344,1,-7.804,1,0.0376,0.082,0.000141,0.0715,0.244,178.102,319933,4
302,0.373,0.539,8,-13.21,0,0.0465,0.229,0.726,0.206,0.648,146.593,349773,4
303,0.451,0.73,2,-5.371,1,0.0332,0.195,0.0,0.0812,0.139,148.103,267893,4
304,0.538,0.415,5,-7.53,0,0.0271,0.416,0.0,0.195,0.185,131.973,305680,4
305,0.162,0.942,0,-5.412,1,0.251,0.0841,0.0904,0.886,0.145,185.277,420800,4
306,0.323,0.784,3,-5.29,1,0.0549,0.0864,0.0,0.147,0.534,154.301,254653,4
307,0.473,0.971,7,-5.007,0,0.0585,0.00614,8.13e-05,0.898,0.28,99.994,242968,4
308,0.715,0.915,7,-4.321,1,0.0847,0.0182,0.0322,0.164,0.643,113.99,283434,4
309,0.135,0.823,2,-9.446,1,0.0605,0.00114,0.0708,0.925,0.24,191.495,291440,4
310,0.367,0.995,8,-5.173,1,0.145,0.0155,0.000553,0.763,0.0886,111.188,231560,4
311,0.4,0.966,0,-5.478,1,0.0407,0.00199,0.0,0.103,0.756,182.163,113216,4
312,0.599,0.888,4,-4.451,1,0.0594,0.00842,2.64e-06,0.262,0.694,131.067,223987,4
313,0.65,0.641,10,-7.223,1,0.0347,0.0808,0.00397,0.408,0.387,118.229,261933,4
314,0.626,0.776,9,-7.167,1,0.0799,0.0221,1.69e-06,0.124,0.401,82.13,239133,4
315,0.325,0.956,2,-5.162,0,0.102,2.85e-05,0.178,0.474,0.148,141.98,268573,4
316,0.531,0.912,5,-4.264,1,0.0476,0.00269,3.36e-06,0.0919,0.742,102.2,184440,4
317,0.689,0.608,6,-7.46,0,0.0285,0.028,1.21e-05,0.972,0.389,116.001,371373,4
318,0.561,0.956,11,-4.045,1,0.041,0.00666,6.43e-06,0.359,0.796,99.473,204080,4
319,0.201,0.657,5,-6.931,1,0.0433,0.0114,0.397,0.161,0.363,179.492,214773,4
320,0.588,0.419,9,-8.392,1,0.026,0.9,0.00985,0.127,0.225,97.124,151800,4
321,0.302,0.661,2,-5.016,1,0.0289,0.072,0.0,0.117,0.252,146.722,282573,4
322,0.194,0.962,2,-3.762,1,0.0948,0.0333,0.646,0.259,0.336,151.201,181080,4
323,0.458,0.159,4,-18.074,0,0.0369,0.918,0.276,0.12,0.372,120.206,147200,4
324,0.392,0.984,10,-3.384,0,0.196,2.32e-05,0.0096,0.131,0.237,90.515,190333,4
325,0.121,0.959,4,-7.452,1,0.293,0.00218,0.579,0.915,0.0295,148.195,292000,4
326,0.564,0.563,7,-11.674,1,0.0518,0.00963,0.0843,0.103,0.0839,137.862,538214,4
327,0.858,0.7,8,-4.992,1,0.0598,0.0112,6.07e-05,0.066,0.87,108.018,153264,4
328,0.677,0.731,4,-3.063,1,0.0373,0.0244,5.19e-06,0.177,0.852,172.089,169799,4
329,0.459,0.504,9,-9.588,1,0.167,0.182,0.0106,0.155,0.519,76.919,181013,4
330,0.583,0.726,11,-6.118,1,0.0318,0.407,0.0,0.0681,0.429,117.839,185973,4
331,0.263,0.989,6,-3.45,0,0.0533,1.95e-05,0.0535,0.112,0.68,159.332,333707,4
332,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4
333,0.335,0.368,3,-10.521,1,0.0336,0.295,0.000527,0.127,0.108,147.046,262080,3
334,0.613,0.874,2,-3.468,1,0.0427,0.000843,3.11e-06,0.254,0.546,140.053,212320,4
335,0.272,0.884,7,-2.911,0,0.0631,0.0181,0.0471,0.0778,0.214,143.016,297489,4
336,0.606,0.67,2,-11.058,1,0.0518,0.000698,0.000825,0.241,0.56,137.57,243013,4
337,0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,296560,4
338,0.184,0.605,7,-4.846,1,0.0411,0.0422,0.0,0.113,0.375,206.186,196547,3
339,0.605,0.825,2,-8.087,1,0.669,0.183,9.36e-06,0.655,0.616,201.837,178027,4
340,0.628,0.918,6,-3.431,0,0.0326,0.00719,0.452,0.0353,0.735,99.057,178360,4
341,0.57,0.587,11,-6.179,0,0.0293,0.00486,0.012,0.106,0.358,118.155,246240,4
342,0.484,0.929,2,-2.838,1,0.0444,0.0155,0.0,0.163,0.557,125.991,189747,4
343,0.505,0.978,2,-4.051,1,0.199,0.00113,0.0517,0.346,0.316,103.02,214267,4
344,0.335,0.515,6,-9.198,1,0.0358,0.912,0.0402,0.458,0.237,126.056,197960,3
345,0.371,0.864,7,-9.967,0,0.1,0.336,0.104,0.681,0.31,95.531,153200,4
346,0.383,0.814,3,-7.23,1,0.0405,0.0011,0.00406,0.101,0.569,116.454,251733,4
347,0.632,0.617,0,-7.264,1,0.281,0.0352,0.757,0.411,0.743,84.319,310573,4
348,0.461,0.889,7,-5.668,1,0.0386,0.000346,0.116,0.198,0.578,96.06,239920,4
349,0.353,0.739,0,-12.213,1,0.0383,0.00323,0.32,0.35,0.425,110.169,432448,4
350,0.42,0.875,5,-7.168,1,0.1,0.095,1.77e-05,0.99,0.494,113.544,371827,4
351,0.574,0.576,0,-4.815,1,0.0244,0.134,0.0,0.275,0.471,78.005,188147,3
352,0.628,0.758,6,-7.922,0,0.114,0.179,0.0,0.261,0.766,106.064,262587,4
353,0.281,0.884,4,-4.847,1,0.0908,0.0759,0.0,0.971,0.295,78.837,219760,4
354,0.352,0.72,4,-10.334,1,0.136,0.496,1.02e-05,0.133,0.665,143.501,298179,4
355,0.195,0.722,7,-12.668,0,0.0866,0.497,0.248,0.466,0.396,80.8,319204,4
356,0.679,0.852,9,-3.864,0,0.0567,0.0406,0.0,0.123,0.762,89.961,220467,4
357,0.504,0.937,5,-5.192,0,0.0553,0.000341,0.00012,0.316,0.494,156.01,198187,4
358,0.46,0.543,9,-12.135,1,0.0426,0.0951,0.000182,0.0454,0.37,159.147,341240,4
359,0.285,0.28,2,-13.749,1,0.0407,0.782,2.01e-06,0.952,0.188,170.998,236573,4
360,0.472,0.831,7,-7.653,1,0.0583,0.0446,8.61e-05,0.688,0.76,133.802,189813,4
361,0.34,0.888,0,-11.632,1,0.0545,0.00756,0.731,0.407,0.592,168.031,255853,4
362,0.504,0.672,3,-12.942,0,0.0432,0.0314,0.000328,0.236,0.288,124.042,298533,4
363,0.13,0.991,11,-3.126,1,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,191332,4
364,0.348,0.675,2,-5.889,1,0.0428,0.0571,0.0,0.0857,0.206,179.91,190400,4
365,0.637,0.422,9,-8.298,1,0.0307,0.875,0.0,0.0845,0.284,132.645,181813,4
366,0.524,0.769,5,-15.621,1,0.185,0.591,2.81e-05,0.233,0.451,151.713,187627,4
367,0.23,0.94,11,-6.583,1,0.118,0.00742,0.0,0.994,0.264,133.45,260108,4
368,0.617,0.787,0,-4.55,1,0.0333,0.0426,0.00292,0.0401,0.416,134.049,188667,4
369,0.433,0.823,0,-2.155,1,0.042,0.138,6.51e-05,0.119,0.294,119.875,287667,4
370,0.59,0.445,9,-11.052,0,0.0323,0.00559,0.00293,0.0617,0.165,138.063,424840,4
371,0.729,0.84,6,-5.367,0,0.0462,0.00538,0.121,0.0734,0.962,105.522,349333,4
372,0.165,0.0424,9,-35.033,1,0.0364,0.863,0.968,0.0913,0.0861,109.363,388987,3
373,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
374,0.351,0.701,0,-8.088,1,0.0306,0.0449,0.0476,0.124,0.137,118.505,299853,4
375,0.523,0.413,8,-19.662,0,0.361,0.769,0.000215,0.833,0.0695,86.358,39107,4
376,0.195,0.916,1,-9.533,1,0.15,0.0366,0.0162,0.728,0.245,75.515,178600,4
377,0.459,0.928,1,-5.418,1,0.0467,1.97e-05,0.00147,0.959,0.635,137.674,240146,4
378,0.267,0.931,2,-4.087,1,0.305,0.00274,8.34e-05,0.316,0.117,159.759,217133,4
379,0.451,0.915,1,-4.931,1,0.0551,3.65e-05,0.315,0.319,0.474,121.766,275666,4
380,0.37,0.677,5,-8.552,0,0.0525,0.00639,0.00346,0.888,0.314,115.215,481600,3
381,0.553,0.864,2,-4.201,1,0.0548,0.000122,0.00883,0.0559,0.557,100.034,205733,4
382,0.308,0.92,11,-3.527,1,0.0479,0.264,0.293,0.309,0.555,182.328,62333,4
383,0.33,0.843,2,-10.221,1,0.0581,0.137,0.00586,0.199,0.474,101.855,665600,4
384,0.361,0.947,9,-2.965,1,0.115,0.0899,0.000363,0.989,0.499,82.295,287373,4
385,0.321,0.529,1,-12.943,1,0.0651,0.00422,0.00464,0.306,0.622,147.283,218013,4
386,0.154,0.991,5,-13.27,1,0.0791,0.849,0.92,0.721,0.0176,133.72,39360,4
387,0.63,0.972,7,-3.551,1,0.0503,0.0131,0.000419,0.151,0.873,115.037,217903,4
388,0.269,0.959,5,-9.5,0,0.0873,0.0545,0.0456,0.778,0.0389,159.057,234347,4
389,0.774,0.827,0,-8.614,1,0.0338,0.0821,1.19e-06,0.109,0.961,118.566,199244,4
390,0.486,0.922,6,-4.152,0,0.119,0.121,0.000227,0.98,0.492,135.022,274467,4
391,0.291,0.977,11,-4.467,0,0.415,0.00942,6.04e-05,0.118,0.306,151.476,197733,4
392,0.457,0.48,9,-15.776,1,0.03,0.38,0.016,0.142,0.683,157.967,289160,4
393,0.42,0.855,1,-13.595,1,0.0427,0.0113,0.0501,0.888,0.524,81.242,285360,4
394,0.574,0.841,7,-4.565,1,0.0301,0.00674,0.0,0.106,0.348,107.96,207547,4
395,0.204,0.935,5,-7.725,1,0.133,0.00958,0.0,0.681,0.0379,113.481,367027,4
396,0.253,0.881,6,-4.854,1,0.0834,0.0195,0.0162,0.978,0.17,151.911,318893,4
397,0.58,0.929,6,-3.56,1,0.0942,0.00625,1.58e-06,0.252,0.704,137.926,142560,4
398,0.429,0.651,2,-8.484,1,0.0299,0.448,0.859,0.343,0.596,133.598,340787,4
399,0.606,0.879,7,-6.617,1,0.0431,0.0312,0.0,0.394,0.786,114.105,164040,4
400,0.493,0.668,4,-10.267,1,0.038,0.0732,0.0762,0.253,0.65,98.178,201133,4
401,0.507,0.416,11,-9.141,0,0.0379,0.566,0.495,0.0873,0.189,161.789,234280,3
402,0.26,0.891,9,-7.799,1,0.0695,0.00307,0.0019,0.165,0.841,170.736,287040,4
403,0.488,0.424,9,-11.336,1,0.0412,0.757,6.63e-05,0.144,0.247,116.879,309520,4
404,0.383,0.848,7,-11.388,1,0.0561,0.000128,0.00146,0.154,0.2,110.182,194038,3
405,0.432,0.702,2,-3.261,1,0.0602,0.0236,0.0,0.0461,0.543,139.926,199707,4
406,0.589,0.772,1,-4.599,1,0.174,0.000885,0.0,0.202,0.568,138.113,177926,4
407,0.23,0.963,8,-5.921,1,0.13,0.000613,0.233,0.957,0.29,108.078,68507,4
408,0.492,0.911,9,-3.618,1,0.0425,0.000394,0.0558,0.349,0.57,100.083,193027,4
409,0.416,0.965,4,-2.824,1,0.085,3.5e-05,0.361,0.257,0.49,164.047,199867,4
410,0.866,0.726,2,-9.069,1,0.0609,0.122,0.0,0.159,0.672,132.45,162000,4
411,0.608,0.921,11,-8.236,1,0.0684,0.195,1.35e-06,0.517,0.638,131.455,207933,4
412,0.458,0.952,11,-4.146,1,0.0553,0.000197,3.12e-05,0.351,0.563,159.901,148067,4
413,0.371,0.991,0,-3.237,1,0.254,0.00748,0.651,0.929,0.0757,142.309,131160,4
414,0.462,0.869,0,-2.726,1,0.0379,1.99e-05,0.0528,0.159,0.558,125.535,156600,4
415,0.356,0.867,6,-5.872,0,0.102,0.0828,0.00429,0.981,0.39,108.057,424907,4
416,0.369,0.721,6,-6.367,1,0.0389,0.000496,0.638,0.137,0.184,145.958,305347,4
417,0.142,0.777,10,-5.736,1,0.0558,3.08e-06,0.712,0.113,0.164,149.535,192960,4
418,0.499,0.973,7,-4.089,1,0.105,0.000633,0.0146,0.304,0.413,102.668,237333,4
419,0.365,0.901,8,-5.606,1,0.134,0.0129,0.0431,0.624,0.477,133.96,256880,4
420,0.282,0.986,3,-3.151,1,0.121,0.00295,0.000288,0.414,0.501,156.135,237613,4
421,0.389,0.532,4,-10.796,0,0.028,0.749,0.923,0.108,0.0637,68.462,166933,4
422,0.599,0.765,5,-11.628,1,0.0408,0.0927,0.00143,0.291,0.715,114.484,234707,4
423,0.121,0.811,2,-8.474,1,0.0889,0.022,0.00119,0.974,0.22,64.514,387173,4
424,0.546,0.623,9,-9.538,1,0.031,4.39e-05,0.0252,0.0588,0.293,132.107,179396,4
425,0.171,0.837,2,-7.54,1,0.0813,0.445,1.87e-06,0.189,0.33,122.036,144693,4
426,0.156,0.792,7,-7.23,1,0.0417,0.00201,0.0158,0.953,0.134,174.169,435687,4
427,0.517,0.658,6,-5.72,1,0.0401,0.0186,0.000298,0.0605,0.291,115.165,358880,4
428,0.242,0.535,11,-11.65,1,0.0519,0.0256,0.835,0.833,0.336,134.126,328736,4
429,0.194,0.998,5,-7.134,1,0.14,3.85e-05,0.763,0.529,0.0814,176.456,134960,4
430,0.215,0.672,4,-9.71,0,0.0351,0.0575,1.04e-06,0.954,0.192,75.959,385699,4
431,0.482,0.529,10,-10.426,1,0.0271,0.000107,0.546,0.0839,0.0879,145.969,348773,4
432,0.506,0.877,5,-5.145,1,0.0529,0.00213,0.00634,0.343,0.578,154.896,225427,4
433,0.458,0.969,4,-3.473,0,0.0596,0.0228,0.0138,0.0881,0.526,90.121,238880,4
434,0.626,0.941,1,-4.668,1,0.118,0.0122,0.00343,0.778,0.365,102.987,267551,4
435,0.438,0.947,2,-5.763,1,0.0904,0.00013,0.0013,0.897,0.661,159.995,184587,4
436,0.491,0.987,1,-4.097,1,0.207,0.00074,0.532,0.806,0.177,118.289,403893,4
437,0.317,0.684,9,-8.308,0,0.054,0.25,0.0227,0.947,0.23,74.391,393893,4
438,0.335,0.838,10,-6.621,0,0.0769,0.121,0.0383,0.331,0.368,140.297,460227,4
439,0.687,0.583,6,-13.437,1,0.0725,0.0861,0.0,0.0758,0.62,122.947,214800,4
440,0.442,0.883,11,-5.663,0,0.0545,0.017,0.0,0.0777,0.429,170.872,236267,4
441,0.419,0.877,2,-6.614,1,0.0479,0.00417,0.0,0.192,0.633,126.916,237187,4
442,0.577,0.814,11,-5.371,1,0.0571,0.00132,0.0,0.0684,0.533,91.728,256227,4
443,0.27,0.989,6,-5.859,1,0.198,0.000186,0.0228,0.757,0.215,126.584,344007,4
444,0.429,0.926,2,-4.486,1,0.0644,0.0167,0.0,0.569,0.701,186.02,235800,4
445,0.284,0.89,8,-7.939,1,0.101,0.176,0.0213,0.719,0.202,140.73,464120,4
446,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.45,94.544,194987,4
447,0.531,0.731,11,-11.851,0,0.0329,0.00645,0.0,0.139,0.675,131.849,187240,4
448,0.514,0.774,7,-11.582,1,0.0559,0.124,0.0165,0.202,0.282,134.444,261997,4
449,0.613,0.904,0,-9.017,1,0.0464,0.0262,4.3e-05,0.165,0.733,120.959,266867,4
450,0.382,0.811,11,-6.191,0,0.0361,0.024,1.29e-06,0.261,0.733,179.149,201760,4
451,0.569,0.631,0,-5.281,1,0.028,0.415,2.57e-06,0.108,0.517,116.02,223567,4
452,0.361,0.996,3,-4.398,1,0.0916,0.0241,0.909,0.715,0.14,85.844,204707,4
453,0.152,0.953,5,-5.522,0,0.138,2.34e-06,0.769,0.352,0.209,139.66,244449,5
454,0.626,0.69,6,-8.413,1,0.0343,0.000742,0.66,0.137,0.258,130.87,248680,4
455,0.333,0.515,7,-14.615,0,0.058,0.29,0.00138,0.106,0.243,125.854,246600,4
456,0.471,0.374,4,-12.334,1,0.0305,0.000656,0.391,0.119,0.44,106.005,454373,4
457,0.401,0.56,9,-8.7,1,0.0612,0.08,0.0121,0.361,0.735,88.256,271397,4
458,0.348,0.875,9,-4.278,0,0.0537,0.00149,0.0855,0.0796,0.539,144.679,295692,4
459,0.25,0.923,1,-6.259,0,0.0686,2.25e-05,8.63e-05,0.31,0.418,156.77,206707,4
460,0.313,0.984,1,-5.915,1,0.133,0.00316,0.000655,0.101,0.28,185.27,173493,4
461,0.252,0.908,5,-6.924,1,0.0883,0.0159,0.427,0.72,0.671,136.445,228164,4
462,0.651,0.837,2,-6.297,1,0.0315,0.0152,0.00119,0.0844,0.738,110.617,254320,4
463,0.789,0.853,0,-5.983,1,0.0501,0.0069,0.212,0.0742,0.961,123.973,305787,4
464,0.263,0.89,0,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,151733,4
465,0.133,0.975,7,-7.978,1,0.148,3.13e-05,0.0806,0.151,0.0504,182.479,204400,4
466,0.375,0.993,10,-3.987,0,0.149,0.00663,0.965,0.0609,0.175,100.901,181813,4
467,0.45,0.941,2,-4.084,1,0.0412,0.00288,1.82e-06,0.365,0.613,122.769,225893,4
468,0.412,0.636,6,-8.891,1,0.0568,0.0858,0.00215,0.942,0.156,74.871,310133,4
469,0.582,0.636,7,-5.681,1,0.0284,0.0589,4.32e-06,0.258,0.348,136.159,210987,4
470,0.465,0.596,0,-5.731,1,0.0316,0.361,0.0,0.286,0.3,122.926,214333,4
471,0.267,0.898,2,-6.464,1,0.0602,2.74e-05,0.545,0.119,0.458,138.883,175000,4
472,0.353,0.847,4,-10.372,1,0.0504,0.0373,0.352,0.468,0.706,128.978,312146,4
473,0.619,0.674,10,-9.142,1,0.0352,0.0508,0.0116,0.124,0.391,105.994,297787,4
474,0.458,0.961,3,-4.886,0,0.0815,0.286,2.36e-06,0.972,0.564,126.957,187227,4
475,0.168,0.928,11,-11.823,1,0.151,0.00292,0.0352,0.997,0.0763,145.991,422884,4
476,0.352,0.861,9,-5.984,1,0.103,0.0973,0.001,0.754,0.836,163.025,152080,4
477,0.55,0.917,11,-3.89,0,0.0732,0.0143,9.24e-05,0.0615,0.349,112.679,218373,4
478,0.507,0.884,0,-5.23,1,0.051,0.0455,0.0,0.212,0.701,160.066,177383,4
479,0.584,0.235,4,-19.349,0,0.0456,0.171,8.69e-05,0.0613,0.42,150.176,517813,4
480,0.399,0.959,5,-6.365,1,0.0785,0.000137,0.0164,0.754,0.55,135.687,147253,4
481,0.404,0.933,1,-8.606,1,0.177,0.000707,0.000749,0.925,0.481,154.599,212495,4
482,0.5,0.552,9,-7.888,1,0.0413,0.466,0.00221,0.108,0.209,83.81,239693,4
483,0.453,0.863,2,-5.255,1,0.133,0.0326,1.21e-05,0.934,0.552,79.114,314360,4
484,0.838,0.626,6,-9.262,0,0.0695,0.00432,0.00017,0.0895,0.653,100.023,169973,4
485,0.471,0.632,11,-6.768,0,0.0248,0.00505,0.141,0.172,0.294,95.493,234533,4
486,0.622,0.905,4,-5.12,1,0.0428,0.00329,2.93e-05,0.115,0.441,96.049,295240,4
487,0.412,0.636,6,-8.891,1,0.0568,0.0858,0.00215,0.942,0.156,74.871,310133,4
488,0.587,0.94,4,-4.323,1,0.0395,0.00421,0.0,0.228,0.672,115.983,202987,4
489,0.718,0.839,1,-8.067,1,0.21,0.44,2.32e-05,0.179,0.817,178.955,252693,4
490,0.269,0.934,10,-5.189,1,0.0423,3.79e-06,0.789,0.0814,0.221,149.868,207053,4
491,0.482,0.781,2,-7.274,1,0.0815,0.00512,0.00248,0.0717,0.713,96.071,336200,4
492,0.269,0.974,5,-3.676,1,0.115,0.00726,0.0087,0.908,0.195,92.471,323267,4
493,0.675,0.504,8,-16.871,1,0.351,0.791,0.096,0.0865,0.111,199.867,78773,4
494,0.26,0.882,8,-10.704,0,0.0566,1.06e-05,0.316,0.745,0.369,91.039,180000,4
495,0.489,0.924,4,-5.254,1,0.0949,0.00987,0.00133,0.4,0.401,102.123,258627,4
496,0.321,0.865,2,-8.796,1,0.0496,0.0205,0.00756,0.108,0.317,145.919,631720,4
497,0.647,0.691,11,-5.503,0,0.14,0.0449,0.0,0.345,0.345,94.065,198080,4
498,0.755,0.23,10,-18.644,0,0.101,0.818,0.0,0.444,0.682,103.287,65587,4
499,0.458,0.94,2,-4.939,1,0.0646,0.000124,0.0474,0.824,0.252,120.799,248467,4
500,0.408,0.988,1,-2.471,1,0.107,0.000312,0.0,0.0403,0.703,168.045,116707,4
501,0.234,0.917,10,-9.596,1,0.0492,3.17e-05,0.000207,0.106,0.462,173.557,96427,4
502,0.558,0.943,1,-6.926,1,0.107,0.000908,0.752,0.078,0.334,119.99,324427,4
503,0.559,0.939,0,-3.409,1,0.0679,0.0442,2.27e-06,0.315,0.824,149.979,230307,4
504,0.764,0.106,9,-15.601,0,0.0832,0.701,3.45e-05,0.092,0.342,94.17,186827,4
505,0.579,0.499,0,-6.285,1,0.0285,0.0112,0.0,0.22,0.367,124.969,256267,4
506,0.607,0.94,0,-3.266,1,0.0631,0.029,0.0,0.164,0.791,144.081,197293,4
507,0.692,0.963,8,-4.068,1,0.0477,0.0269,0.137,0.0884,0.93,132.016,455467,4
508,0.482,0.943,11,-3.184,0,0.0304,0.000328,0.822,0.0966,0.313,130.938,268133,4
509,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
510,0.57,0.88,2,-3.731,1,0.0522,0.0149,3.04e-05,0.226,0.385,96.028,233373,4
511,0.505,0.871,4,-5.147,1,0.03,0.00291,0.000152,0.225,0.516,91.783,306153,4
512,0.624,0.882,0,-3.825,1,0.0304,0.117,0.00055,0.347,0.942,120.804,117880,4
513,0.146,0.947,4,-3.227,0,0.0812,3.17e-05,0.8,0.144,0.321,151.016,157693,4
514,0.549,0.981,11,-3.558,0,0.059,0.0178,1.8e-06,0.438,0.873,82.331,185307,4
515,0.346,0.963,6,-7.738,0,0.1,0.000979,0.000403,0.987,0.295,98.626,207707,4
516,0.501,0.635,8,-10.346,1,0.0768,0.0724,1.94e-06,0.267,0.267,113.158,277267,4
517,0.457,0.606,0,-5.754,1,0.0312,0.416,0.0,0.281,0.331,122.966,214293,4
518,0.414,0.768,1,-7.278,1,0.0341,1.51e-05,4.82e-06,0.12,0.662,128.244,205000,4
519,0.552,0.477,2,-17.262,1,0.0328,0.00439,0.00112,0.161,0.289,131.491,216227,4
520,0.509,0.81,2,-5.781,1,0.0934,0.00498,0.00786,0.283,0.648,106.453,229000,4
521,0.253,0.826,2,-4.654,0,0.0309,0.0013,1.6e-06,0.0735,0.424,164.228,259640,4
522,0.34,0.331,0,-17.857,1,0.0325,0.842,0.833,0.112,0.666,141.663,152213,4
523,0.558,0.914,0,-9.457,1,0.054,0.258,0.0867,0.463,0.769,119.03,163440,4
524,0.496,0.699,1,-8.029,0,0.0275,0.294,0.00426,0.137,0.555,115.236,217880,4
525,0.364,0.956,5,-7.804,1,0.108,0.00173,0.297,0.468,0.301,92.905,219333,4
526,0.377,0.824,7,-4.67,1,0.0947,0.00756,0.000446,0.408,0.81,147.141,195160,4
527,0.575,0.985,2,-1.038,0,0.0743,0.04,0.0,0.161,0.477,116.006,177960,4
528,0.16,0.752,4,-7.706,1,0.135,0.487,0.888,0.151,0.134,68.26,104147,4
529,0.191,0.948,2,-3.904,0,0.149,6.73e-06,0.00265,0.0755,0.0391,170.17,302813,4
530,0.238,0.535,9,-13.15,1,0.0548,0.0118,0.242,0.579,0.134,107.877,315107,3
531,0.546,0.884,11,-3.719,0,0.0374,0.0249,0.000276,0.457,0.62,112.331,228667,4
532,0.598,0.829,9,-7.23,1,0.132,0.00588,0.000401,0.308,0.647,150.963,218947,4
533,0.314,0.638,0,-6.727,1,0.0326,0.512,2.99e-06,0.119,0.214,176.215,205947,4
534,0.317,0.868,3,-4.226,1,0.0509,0.00914,0.0407,0.899,0.147,100.489,292160,4
535,0.455,0.54,4,-4.393,0,0.0713,0.0164,0.0,0.089,0.252,147.082,197907,4
536,0.776,0.317,6,-8.221,1,0.0362,0.849,0.0,0.13,0.446,121.978,205107,4
537,0.425,0.886,4,-3.188,1,0.0652,0.0012,0.0,0.0799,0.875,167.607,215573,4
538,0.443,0.703,9,-12.839,1,0.0714,0.0375,0.0,0.0643,0.595,122.946,231907,4
539,0.322,0.927,9,-6.322,1,0.235,0.134,1.39e-06,0.861,0.255,154.265,143387,4
540,0.338,0.352,2,-13.292,1,0.043,0.00746,0.893,0.37,0.0551,112.677,417773,4
541,0.148,0.899,4,-7.808,0,0.0379,9.36e-05,0.972,0.244,0.646,137.434,196209,4
542,0.403,0.952,0,-3.925,1,0.202,0.259,0.0,0.123,0.729,87.833,133587,4
543,0.309,0.939,6,-9.055,1,0.196,0.07,0.0,0.201,0.127,175.184,271867,4
544,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
545,0.269,0.885,1,-10.021,1,0.0817,0.00438,0.00902,0.974,0.627,104.163,292040,4
546,0.331,0.908,0,-9.731,1,0.125,0.00631,0.000427,0.984,0.11,117.049,329301,3
