song_id,song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
3Ua9fZLumeONPtLnkkUHbI,La Muñequita Fea,Los Tepoz,0.744,0.535,10,-8.162,1,0.045,0.0959,0.468,0.275,0.843,92.001,268460,3,1
2EAXWHqQhNxgJbg1ZnOXZ3,Amor De Tres,Aroma,0.716,0.663,2,-5.468,0,0.0382,0.291,0,0.0881,0.658,162.08,188440,4,1
3nbCTU4k0l68vml8nDajwU,Amor Regresa,Los Askis,0.641,0.746,4,-4.264,0,0.0381,0.48,1.77e-05,0.724,0.769,171.394,213027,4,1
2nwHN5TM4OBdrwCUSx0wnE,Otra Noche,Los Ángeles Azules and Nicki Nicole,0.612,0.709,8,-4.1,1,0.0344,0.347,0,0.075,0.635,92.02,198720,4,1
0t1UDIDBS2u8k0TltYUHaE,Gritaría,Los Telez,0.802,0.547,7,-7.348,1,0.0593,0.163,1.99e-05,0.088,0.881,160.025,225333,4,1
3734uAibGyPgZEABdWFVtM,Donde Estaras,ICC,0.738,0.684,0,-5.55,1,0.0343,0.129,6.4e-06,0.266,0.841,90.01,223504,4,1
1PQx9MPARk2DWTxAc1i8bG,Desvelo,C-Kan and Raymix,0.741,0.794,8,-5.611,0,0.0388,0.151,0,0.0775,0.95,90.03,211415,4,1
5qzX9hy9D3LSHESgvszFds,Todo Lo Encuentro En Ti,Super Lamas,0.677,0.829,10,-7.14,1,0.0552,0.288,0,0.319,0.945,170.057,253333,4,1
6z4LGme7tL991yvpk1gURW,Me Volví A Acordar De Ti,Los Angeles De Charly,0.673,0.579,2,-4.587,1,0.0269,0.132,0,0.423,0.776,145.97,235293,4,1
1H44XT1xN2Ubxa2wLqjCDT,Hay El Amor,Yulios Kumbia,0.756,0.694,5,-5.374,0,0.0535,0.211,0.0111,0.111,0.894,94.013,184085,4,1
5IdaVuUzEDF3T56U5vS5ck,Que Te Vaya Bien,Grupo Jalado,0.822,0.705,7,-3.147,1,0.0373,0.495,1.2e-05,0.115,0.938,94.011,217587,4,1
5zOWyxUVE0i9Ziwm6cE7aF,20 Rosas,Los Ángeles Azules,0.657,0.376,7,-8.117,1,0.0323,0.301,6.8e-06,0.0563,0.792,86.372,194560,4,1
1PZ3QsCFec05Ls3PwOqKXZ,Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,0.68,0.423,11,-11.112,0,0.136,0.0343,0,0.0925,0.822,169.184,237960,4,1
0SPeRV2ZKS9SBgNg9MOHZe,Amor Sin Primavera,Los Yaguarú,0.702,0.544,8,-5.981,1,0.0572,0.499,0,0.0916,0.862,77.895,232493,4,1
5gUoppDphfYsIiguGr5drh,Todo Me Gusta De Ti,Aaron Y Su Grupo Ilusion,0.64,0.505,10,-5.766,1,0.0362,0.176,0,0.0769,0.786,180.625,247893,4,1
3OWgaoLMcjnF6RRbzZrS7O,El Baile De San Juan,Grupo La Chomba,0.777,0.479,1,-10.682,0,0.0457,0.0752,0.000365,0.267,0.96,184.045,254253,4,1
1zVDbrBG7zCd6AXGLmbGj4,Muchachita Consentida,Rayito Colombiano,0.778,0.612,5,-6.12,1,0.0601,0.288,8.98e-05,0.091,0.928,84.78,211813,4,1
7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek and BYOR,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,151475,4,1
1xyz2xqqpnhT3k1ApFPu6S,Trompeta,Willy William,0.64,0.862,7,-3.865,0,0.0319,0.0157,0.113,0.273,0.366,128.034,168705,4,1
7bgknc0sSmkIWc2am7QDEv,Feberdrømmer Xx Dubai,Tobias Rahim,0.71,0.628,11,-6.661,0,0.0483,0.197,7.63e-06,0.108,0.462,135.99,221159,4,1
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,LF SYSTEM,0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,177525,4,1
1WeqJkPY5rDIfyOKWfyuf5,GOOD TIMES,Jungle,0.627,0.947,11,-4.414,0,0.0595,0.0871,0.0203,0.328,0.654,133.018,181312,4,1
4OSS2eDxVmkG13O7MXPxul,Feel About You - Edit,Melle Brown and Annie Mac,0.746,0.775,11,-4.018,1,0.0857,0.0241,0.0796,0.152,0.689,122.02,216480,4,1
0y6CoVW1ZSBqRmPbyfhFQs,Looking at Your Pager,KH,0.708,0.872,11,-6.719,1,0.0336,0.236,0.0661,0.108,0.742,140.063,174417,4,1
2rgN4YlCsfujwfmcL2UA12,"everything's gunna be alright, niina said so",niina,0.7,0.913,2,-9.564,1,0.0597,0.0084,0.725,0.164,0.703,123.954,255507,4,1
3rh495Z2rIRwD316blea4f,Happy Music,Supershy and Tom Misch,0.777,0.738,11,-5.861,0,0.0352,0.0411,0.37,0.0265,0.887,123.991,232625,4,1
12SZ8TqMbjY1zQc2kTGX22,Mash up the Dance,Watch the Ride and Nia Archives,0.616,0.995,10,-1.013,0,0.109,0.000415,0.276,0.0958,0.296,169.982,189207,4,1
4SXZvIjujIcmMtWbjnSwZT,Fiorucci Made Me Hardcore,Barry Can't Swim,0.701,0.843,11,-8.227,0,0.0504,0.0201,0.568,0.0309,0.88,136.984,231241,4,1
0ME6uNAGe22wEovyNvdKr8,I Need,MJ Cole,0.764,0.68,1,-6.554,1,0.0657,0.0571,0.75,0.129,0.551,129.951,251538,4,1
1N1hwBXdWX6iHkcrNHpKar,Cherry,Daphni,0.672,0.976,8,-8.73,1,0.0368,0.0132,0.118,0.0398,0.759,134.006,355921,4,1
1L6Jpr2nBdKkgs8CQWheNT,"Baby, We're Ascending - Edit",HAAi and Jon Hopkins,0.421,0.85,9,-6.895,1,0.0469,0.0013,0.00624,0.869,0.0905,139.937,252805,4,1
7LhJcuKVjWEJpCRWuE9EiK,Make The Night Last,Prospa,0.683,0.85,9,-5.221,0,0.0351,0.00101,0.123,0.634,0.543,123.026,230914,4,1
0EeMLsi9eUQokrejzb7WTH,Make You Scream,VTSS,0.753,0.528,9,-11.393,1,0.0431,0.00165,0.126,0.0922,0.596,130.029,163910,4,1
1w52s8ZgbSHjwjoZ1zQMET,Jodie,SZA,0.81,0.402,1,-10.878,1,0.0537,0.804,2.14e-06,0.107,0.54,90.433,165868,3,1
4FHJqPdhIHhHn1JfcdwQOL,On The Ground,Grace Ives,0.834,0.928,2,-3.183,1,0.0346,0.00813,0.411,0.0795,0.795,132.993,205387,4,1
00ko8Vr9Hbw0hJC9laqBOj,Hannah Montana,flowerovlove,0.786,0.609,0,-7.922,1,0.0809,0.647,0,0.0926,0.298,114.073,145324,4,1
5zmKtYP6HI3SItzAVBUEIH,Entropy,Beach Bunny,0.448,0.878,1,-5.825,1,0.0517,0.00365,0.000946,0.23,0.697,181.954,221000,4,1
3Zq52I2dhRokrKJW88yQPe,Cowboy,Kid Bloom,0.563,0.647,7,-5.356,0,0.0274,0.00502,0,0.104,0.198,106.965,206800,4,1
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3,1
79nkN1EmB1B03uZi9DcS4w,Sugar,Remi Wolf,0.633,0.744,6,-6.79,0,0.0476,0.0546,4.11e-06,0.34,0.634,92.023,196720,4,1
2FNDyU7qtE3U4UGZTO1NCo,STILL IN LOVE,Eyedress,0.479,0.601,0,-12.989,1,0.025,0.395,0.98,0.357,0.886,91.977,158508,4,1
4yTFuPeN2UHzboAyUhgqIk,Olympus,Blondshell,0.568,0.594,0,-6.211,1,0.0257,0.0568,4.83e-05,0.23,0.468,140.029,224000,4,1
4a7elbXtven2VcT1MSCtFC,Honey,Lance Redeker and AG Club and Sam Truth,0.684,0.631,7,-8.669,1,0.0873,0.152,3.58e-06,0.905,0.84,90.121,241000,4,1
5N892EXPu8buGU6DIN1RTM,Green Quartz,Hanni Licht,0.504,0.0594,2,-17.779,1,0.0549,0.991,0.926,0.112,0.32,113.051,156618,4,3
098EOJ4n3mTwtlNNbxP2BL,Vorfreude,William Lynn,0.625,0.292,4,-11.317,1,0.0757,0.955,0.947,0.112,0.112,94.781,153560,3,0
0tL8cNoUgDw6Yr9GKNO6SS,Villa Traful,Los Amores Recientes,0.425,0.137,2,-15.965,1,0.0843,0.985,0.956,0.117,0.232,180.524,191500,4,3
6pBAubm4vZEQI6tcsn07qi,Feathertop,Toni Barella,0.547,0.0871,2,-15.884,1,0.0511,0.99,0.952,0.111,0.3,97.62,182784,4,3
6fr60p2j0uzUyYZfxKFIk5,Fontana Di Trevi,Stella Weber,0.635,0.104,7,-16.569,1,0.119,0.951,0.0216,0.104,0.138,118.843,128908,4,0
7xAGtSGZCmzZ4gkJetmnoq,"CLEVELAND, OH",Brad Barr,0.538,0.186,5,-17.271,1,0.0933,0.949,0.907,0.0816,0.423,118.188,94795,4,0
7EaZOfcQgKj53K2FPKWpIk,Guarisci il mio Cuore,Valerio Castilla,0.498,0.0749,4,-22.481,0,0.0473,0.982,0.925,0.111,0.263,106.329,189250,4,3
6olLemdG5vLF9msH832Lg6,Maybe Tomorrow It Will Change,Alexas Lucio,0.616,0.0631,2,-16.555,1,0.0627,0.971,0.794,0.109,0.311,126.129,162725,4,0
6gppQeAHYa7eary500daO1,Situatie,Elle Vorink,0.547,0.119,7,-18.798,0,0.0798,0.933,0.933,0.116,0.135,82.589,189572,4,0
39F5SdQXokv3QJxmLODxfU,Même Dans La Mort,Jourdain Hume,0.692,0.0575,7,-17.651,1,0.0583,0.975,0.65,0.114,0.293,98.8,136723,4,0
7GlGgZVvEI5oCpZGrEWyKN,Cadiz,Las Lagrimas,0.592,0.244,2,-14.728,1,0.127,0.981,0.925,0.109,0.302,133.078,185612,4,0
5cTsLgmhCzeBmTO7jPVkfg,Seresta,Benedict Wallfish,0.56,0.0555,9,-16.935,0,0.121,0.953,0.959,0.111,0.162,81.404,166851,4,0
5Ge0efczeqLMSLW7PuYezG,Pacifiquement,Antoine Gasquet,0.419,0.0899,4,-18.346,1,0.0541,0.983,0.915,0.107,0.11,83.852,146000,3,3
4uL4pjAWKhOaS9uetXHyp7,The Bells Of Rhymney,Ciara Lowry,0.531,0.11,4,-19.975,1,0.0491,0.974,0.9,0.109,0.243,86.853,118000,4,3
5UkCU9C0YGZHNwPIcGD3Up,Struck By Clouds,Ivan Bielsa,0.648,0.0331,11,-17.582,0,0.0822,0.961,0.973,0.108,0.118,114.02,117096,4,0
78wLZdPFQtcAccKza4LTlY,De temps en temps,Thaisa Deboys,0.508,0.117,2,-17.367,0,0.0489,0.992,0.923,0.109,0.336,74.142,137462,4,0
3QW1G65bI9fplVMY1vvgWq,Amarilla,Barracuda Sound,0.603,0.272,9,-11.609,0,0.146,0.932,0.926,0.107,0.678,180.194,147458,4,0
0inkIpP5IGzsoPSswvOQX8,In Madeira,Emil Dahl,0.618,0.108,4,-21.031,1,0.123,0.936,0.913,0.102,0.159,125.662,105892,3,3
53ARH2FEbhj5Fyqa0f77t5,High Hopes,Sara Gadshill,0.496,0.0789,3,-17.655,1,0.0504,0.985,0.76,0.121,0.189,86.138,178329,4,3
3RH9QlGintwquOHu54I3ch,Noorderpark,Diane Edison,0.447,0.0342,9,-17.333,1,0.0542,0.979,0.943,0.107,0.217,85.354,134761,3,3
7MdRyEmNfE5pvhw2LFZtmJ,im Schatten,Vita Alexander,0.387,0.0942,5,-18.355,0,0.0657,0.99,0.948,0.111,0.0699,137.227,154755,4,3
5ykTeQ3ky7XyS7js8jqRNW,Havana Vieja,Lester Hope,0.494,0.0611,0,-18.083,1,0.0562,0.98,0.942,0.111,0.0903,102.811,171259,4,3
0cRv6i0wB4WObSQxJriIea,I Still Believe In You,Dean M Parker,0.591,0.0754,7,-16.349,1,0.044,0.985,0.813,0.104,0.309,84.79,156781,4,0
72dTSVm9IsZD0eYft7H7XV,Elegia,Antonio Garcia Isaac,0.482,0.0685,2,-22.069,1,0.0868,0.991,0.934,0.109,0.221,103.099,148000,4,3
3h65slquvDXuKKEsV97ujv,Atracción Total,Ferne Dado,0.427,0.0274,7,-20.899,0,0.0506,0.98,0.952,0.111,0.0398,93.271,182000,4,3
5xPqNq3Z58ZOHH75WHs4vi,Água e Vinho,Yuto Kanazawa and Diego Diaz and Eclectic Spirit,0.428,0.0697,2,-21.365,0,0.0448,0.989,0.937,0.105,0.117,130.417,593000,4,3
2UhHY0tfFfAgwbI866sgP0,Confessions,Tomas North,0.59,0.0789,8,-18.46,1,0.115,0.99,0.937,0.119,0.35,76.641,150465,4,0
2yYjoMurH5WOclS46dZU7c,Shoes Filled With Water,Peter Netz,0.498,0.113,2,-17.408,1,0.0519,0.953,0.935,0.107,0.391,83.836,213499,4,3
0Sn18IA6XwtXLkLeBoQFa2,Ain't Nothing But A Mistake,Dawn Geller,0.608,0.1,2,-16.592,0,0.0496,0.983,0.867,0.11,0.342,126.559,201363,4,0
5UcoxNaxIuTV1WQ4eOzvYm,Rest Sea,Glen Beasley,0.617,0.102,11,-22.558,1,0.0732,0.955,0.944,0.104,0.247,88.912,133206,4,3
5uqwPOIOyFuvtx5e9JfEF0,Hou Van Me,Celia Cloten,0.611,0.0283,9,-18.64,0,0.0927,0.974,0.936,0.107,0.183,70.272,130831,3,3
6VnnTqt2OpuS0UtAJnBPcU,Come Join Me For A Coffee,Peter Netz,0.667,0.103,9,-16.431,1,0.0654,0.973,0.943,0.0915,0.364,61.758,184411,4,0
0skz7fjP31epf0dBesxbI7,Lonely Prayer,Helen Wei,0.523,0.0824,7,-21.087,1,0.055,0.974,0.932,0.109,0.149,77.207,167667,3,3
4Z109P3vVF3jVEOXbrR3wO,Largo Rv. 443 For Guitar,Marcel Depuis,0.799,0.105,4,-15.807,0,0.0618,0.949,0.398,0.105,0.326,132.002,165022,3,0
3P7nk24Jc1yp0vemiFhPLh,Een droom,Leandra Annemie,0.763,0.157,1,-20.347,1,0.0659,0.955,0.711,0.1,0.111,109.448,127628,4,0
5f47RLk3HgmaCBrhI9Ibrf,A Few Reasons,Toledo Heights,0.64,0.0675,9,-23.425,1,0.0493,0.964,0.926,0.111,0.327,158.678,151940,4,3
1rFdALiqOX8kNni9pfZmV4,Ambre,TMBM,0.476,0.175,9,-15.89,0,0.0421,0.978,0.9,0.0976,0.214,142.889,224176,3,3
4bs9xDSrypNaBwr5gpz13t,Showers of Peace,American Legion,0.558,0.26,7,-16.411,1,0.0609,0.986,0.941,0.111,0.211,91.637,161878,4,0
17c3bS1IscSItKzhhzdc4N,Lovelight,Geoff Henzel,0.793,0.0725,4,-16.986,0,0.128,0.896,0.845,0.0934,0.146,119.624,113038,4,0
2OQ8WuB2K93XqZhwCh6aSv,Ordino,Kaspar Mann,0.631,0.183,9,-17.128,1,0.0846,0.994,0.929,0.113,0.399,83.481,157780,1,3
079RvHezHwxo9DC7FIBzf5,Picturesque Dreams,Andreas Horschel,0.614,0.0908,7,-18.707,1,0.0633,0.979,0.878,0.0991,0.0546,90.785,130000,4,3
7dsDIENmLdbXdjbkzCMxAT,Zitronen Garten,Dieter Huber,0.435,0.0767,9,-16.805,1,0.0498,0.992,0.9,0.123,0.178,77.242,143058,1,3
3vOCjnzLDblPCm9kgQa9NL,Sarria,Las Almas Nuevas,0.511,0.268,9,-15.483,0,0.0608,0.981,0.952,0.107,0.337,98.851,229000,4,0
0XH5kwUQixnpXeQmPzxMua,die Langustine,Brit Koch,0.616,0.0761,0,-17.771,1,0.0637,0.99,0.922,0.112,0.197,96.592,217362,4,3
3BhgiGAwSs7PLGyW0ErORB,Guitar Serenade,Samuel T. Wesley,0.806,0.0257,7,-23.763,1,0.225,0.893,0.829,0.108,0.234,79.96,88008,4,2
5QSUroBMs5XaGfNqzObDEs,Sonnen Diamant,Vandenberg,0.66,0.0863,2,-19.892,1,0.0597,0.94,0.92,0.117,0.153,131.096,154750,4,3
3JMYAwDpZsms3s9vVPnC7O,A Shadow of Something Beautiful (Classical Version),Knut Bjørnar Asphol and KNUT,0.59,0.118,0,-20.39,1,0.139,0.984,0.59,0.141,0.582,93.447,174470,4,0
3os1MjgOwLFIyvyP67JKaE,Misty Midnight,Alina Hussain,0.688,0.17,6,-15.439,1,0.0595,0.942,0.797,0.113,0.226,117.151,134498,4,0
2aSvGgyhVRgQYDzhBbWJ51,Tranquille,Cordell Zoe,0.59,0.0435,6,-21.111,1,0.0831,0.953,0.884,0.111,0.138,138.069,170838,3,3
4Nt6VXEs0TiEVoLOHu6xkF,Love me again,Tim Hans,0.565,0.097,7,-22.751,1,0.161,0.955,0.882,0.109,0.155,142.46,113500,4,3
42VvllM7hJNYnQMmJdy9g4,Feelings You Cannot Hide,Alexia Mathieu,0.579,0.219,9,-15.917,1,0.0593,0.981,0.875,0.113,0.346,110.218,172385,4,0
2bT6nZYVsS2kEiBtgqI5fg,Ce C'est Pas Assez Pour Moi,Gabriel Sellier,0.413,0.17,11,-13.409,0,0.0715,0.949,0.877,0.106,0.293,205.557,231492,4,0
4NkVCOn4HmV6EvxIpAjInt,Galtymore,Ciara Lowry,0.703,0.0416,6,-19.742,1,0.0527,0.96,0.902,0.112,0.166,113.091,117500,4,0
7jBD4QWbUZdr5LHjvMSsMm,North,Tim Hans,0.435,0.0851,4,-20.677,0,0.0754,0.883,0.86,0.113,0.182,65.01,172000,4,3
1CzlEQSK6Pd2MHmt2YjH4u,Bridget,Jan Wanninger,0.445,0.0814,7,-17.749,1,0.0575,0.991,0.91,0.109,0.383,96.43,180836,3,3
3DsShklw3Th0y25Xm66L2d,Passing Rain,Marta Jobim,0.53,0.108,9,-17.208,1,0.0663,0.993,0.94,0.104,0.255,137.02,182750,4,3
7i0COnt9ofcnJ1bDF8TqMu,Bordeaux,Leo Vara,0.433,0.145,2,-20.284,0,0.0855,0.968,0.949,0.112,0.194,115.697,150970,1,3
2PygGi8gu5WfiT8zKQrC89,Never to Return (Celestial Guitar),Ryan Judd,0.407,0.107,10,-19.318,1,0.0398,0.993,0.965,0.104,0.503,66.902,191840,5,3
3uWeyoRHCWz52lhK37mYmT,Olessa,Las Tres Abejas,0.599,0.119,9,-16.807,1,0.13,0.95,0.919,0.113,0.184,108.644,187000,4,0
6UweZFJgCY0eMIn6P2rflo,Echo Park,Marcio Philomena,0.61,0.0487,7,-20.457,1,0.0511,0.982,0.932,0.109,0.479,78.124,168493,4,3
5U3u4NXauUXzsnki4PbjPC,Hemma är vid havet,Thomas Scheller,0.686,0.063,4,-17.628,1,0.0677,0.95,0.92,0.111,0.253,124.162,172375,3,3
4992uwyEYOstUKzPgdPVR3,Valsa e Vinho,Nelson Gomes,0.65,0.0708,2,-16.557,1,0.0643,0.994,0.929,0.0966,0.111,118.121,158794,3,3
3NvvbRZxy4yis6QTaHyVMx,Larghetto,Jan Wanninger,0.482,0.0742,4,-19.028,1,0.055,0.956,0.94,0.108,0.234,100.343,185849,4,3
6kvTeQ3FJGVt1UYFcKNPe7,Natural State,Mia Cornell,0.746,0.173,8,-10.907,1,0.0675,0.932,0.945,0.124,0.64,86.746,144323,4,0
0WATdTqiw0R4OqBhw8T8aR,ti manchi,Laura Di Vaio,0.485,0.0994,6,-18.741,0,0.0631,0.968,0.913,0.108,0.196,108.66,131500,4,3
45m0JU1iR7C5hJ0kPh86F2,Die Wanderbiene,Felix Trapp,0.629,0.123,7,-19.583,1,0.077,0.994,0.954,0.112,0.313,101.034,189812,4,3
6zdOx3LZzFC2N8sktS9Q9d,Beber,Simon Oliveira,0.696,0.177,3,-14.87,1,0.0495,0.977,0.939,0.103,0.504,130.043,253662,4,0
0g6ooNqnQPI231K12NymuV,Afterglow,Leo Vara,0.613,0.163,2,-16.096,1,0.0622,0.986,0.956,0.112,0.293,87.419,158629,4,0
5nmvzqwFTpY7UvC8t748bK,Rio Panama,Las Perlas Negras,0.558,0.11,9,-17.48,1,0.145,0.984,0.921,0.103,0.268,131.307,166000,4,0
2YFGFwuUBprxAXQjVHS4Q3,El Viaje,Juan Jose Moreno,0.794,0.143,2,-17.374,0,0.0994,0.949,0.928,0.109,0.101,121.945,168197,4,0
09eAG4nD5njEFBEhm2aQy9,Raphaela,Victor Manu,0.494,0.0634,2,-19.203,1,0.044,0.984,0.926,0.11,0.15,78.227,180895,4,3
4SPEmf8qMLbQwSbGzZrYG3,Los Andes,Las Tres Abejas,0.518,0.151,2,-15.293,1,0.114,0.991,0.944,0.119,0.278,96.127,143250,3,3
2DGPgil0GkkDTuLzTtAU6V,Mudanças,Ogden Rhone,0.436,0.104,7,-14.524,1,0.0507,0.992,0.919,0.114,0.225,90.797,176016,3,3
3NR3svuOAd8gH6ZdJWLJhb,Sombras Brillantes,Leonardo Agusti,0.46,0.123,7,-16.118,0,0.0647,0.991,0.913,0.109,0.356,106.579,137507,3,3
3T8Q3pKqqpyz7E2U3VKiwn,Solus,Oliver Young,0.672,0.106,7,-14.727,1,0.0526,0.951,0.884,0.105,0.297,94.949,241196,4,0
1fl6ukQEOZMlVTjncfPXph,Patagonia Wind,Las Almas Nuevas,0.461,0.279,4,-15.836,1,0.0883,0.975,0.908,0.0981,0.311,112.015,211000,4,3
3UW7pLXAXwvGc6cMnnYd0e,Depois do adeus,Armand Beck,0.478,0.128,11,-15.128,1,0.0545,0.992,0.937,0.111,0.0961,108.797,171938,4,3
09Z0fc2bC2g5X5fhOklDbF,Milano,Henrik Janson,0.732,0.203,9,-15.957,0,0.0651,0.943,0.682,0.113,0.383,119.805,112403,4,0
11jFSuok2S4g04ziCBd44w,Let Me Reach That Mountain,R.B James,0.704,0.111,9,-19.914,0,0.0599,0.925,0.889,0.106,0.179,74.969,211500,4,0
4jyZ8BAopVzHdBEfZvPsc1,Fernweh,Tyler Terrance,0.548,0.0988,9,-18.816,1,0.0714,0.994,0.94,0.112,0.231,147.367,212804,4,3
74xrzR2MKdzp7AT06enGvk,Davinci,Novia Stella,0.641,0.0606,6,-17.945,0,0.0491,0.982,0.786,0.102,0.244,109.85,127516,4,0
54ZMjrPx3tZ3qI3sGmbfB8,Le minuit glacé,Séraphine Crépin,0.596,0.0679,8,-18.27,1,0.0796,0.977,0.943,0.114,0.504,87.351,128470,4,0
6k6TA8HG6ja8XYkoGXAGZ3,It's a Small World After All,Robert Lowe,0.688,0.193,4,-15.465,1,0.0463,0.958,0.909,0.106,0.448,98.95,175439,4,0
2waJ83UhXRZ77H5Dy6vc8E,Adenau,Mac Lawlor,0.413,0.112,7,-14.88,1,0.0501,0.983,0.941,0.111,0.153,137.856,232879,4,3
4vZ4qi9FYdMdqKB8g0dzxo,das einsame Waldhaus,Erling Kruger,0.446,0.0996,9,-18.879,0,0.0434,0.982,0.958,0.106,0.147,95.841,183960,4,3
3wXRDwVyrN8C3xCmwoidua,Viaggio privato,Alexas Lucio,0.568,0.0764,2,-22.455,1,0.0632,0.962,0.959,0.108,0.345,105.192,119418,3,3
0TOLxJTPhAkvqg9GfnjstG,Mineral,Albert Wenmo,0.703,0.116,7,-15.556,1,0.0581,0.947,0.704,0.111,0.134,120.136,87924,4,0
3NHWhbuTDRO5y5lWjkZOLE,Deep End,Alexa Popov,0.505,0.107,7,-23.489,1,0.0778,0.968,0.934,0.112,0.131,125.44,143000,4,3
5rX1CjuBtcbgVG9wthzuKx,Endless Sun,Marino Calle,0.593,0.0581,9,-22.324,0,0.0775,0.967,0.862,0.109,0.151,97.039,104250,4,0
3PBroeekLgQrZShp9mnR4S,Make Believe,Francisca Fortinbras,0.599,0.0809,4,-18.131,0,0.0558,0.979,0.878,0.112,0.062,110.517,183104,5,0
06vt7BIMyVW3CrvWNQ5vCx,Les Ondes,Dawn Geller,0.413,0.225,5,-16.878,1,0.0369,0.975,0.908,0.103,0.305,153.938,104028,4,3
1ztfVPH2xKNEFIGgT1Ea7n,Poetic Tale,Brett Williams,0.616,0.148,7,-14.464,1,0.0454,0.94,0.877,0.118,0.417,89.916,208631,4,0
4mODR07RUAtPBH4ACE0r1r,Cut Flower Garden,Peder Falk,0.577,0.106,5,-15.156,1,0.0617,0.967,0.77,0.114,0.394,124.669,169819,4,0
6alGPVL0zYvetBZiSULNiP,Like A Tourist On Caminito,Las Perlas Negras,0.447,0.222,9,-13.136,0,0.0631,0.986,0.92,0.119,0.231,79.226,234000,3,3
5YEiLgjWOoWQdmy8ziS42B,Todo Es Mi Culpa,Dominic Ruiz,0.724,0.133,9,-19.349,0,0.0839,0.97,0.93,0.087,0.398,139.982,204700,4,0
4E0pCVwsSnYcxcKpp0wf8Q,Olomana,Andreas Borkental,0.617,0.0961,6,-16.523,0,0.0637,0.993,0.947,0.109,0.188,91.331,159736,4,0
6aChaZyAJMXGE1dv3Hl1Py,am Marienplatz,Alexander Wurzler,0.459,0.134,4,-17.565,1,0.0569,0.994,0.931,0.106,0.159,96.798,169250,3,3
34LI7rwi9H8w2S5KTHnv1M,Quiéreme Mientras Se Pueda,Manuel Turizo,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,191945,4,1
4z9b9AbzCw32Azqg8uJ0B6,Tan Enamorados,CNCO,0.656,0.705,5,-4.262,0,0.0908,0.166,0,0.202,0.53,172.003,179032,4,1
5v9oKnuJ4e7XDRybgktKVq,A Un Milímetro De Ti,Antonio José,0.568,0.727,8,-3.89,1,0.0336,0.196,0,0.361,0.194,125.947,229198,4,1
3eJMSq78dDaFb7VvhNFnq6,ADMV,Maluma,0.565,0.39,9,-4.959,1,0.0556,0.817,0,0.126,0.708,163.781,193700,4,1
4tRFdhdqMUkGfnAkis3lNv,Eres Tú,Matisse and Reik,0.563,0.486,9,-8.583,1,0.0304,0.268,0,0.111,0.352,145.956,218232,4,1
2NTMjOwveAazm5GS2wgDgw,Sus Huellas,Romeo Santos,0.822,0.781,11,-4.687,1,0.0513,0.0778,0,0.0993,0.887,126.04,216737,4,1
6nQ3fhwmCWMoEa7m9Vn9du,24/7,Sofía Reyes and The Change,0.713,0.601,1,-6.986,1,0.302,0.118,0,0.0931,0.72,172.045,190829,4,2
2mDLrugtj3r6XpH3SdlLGB,Me Hace Tanto Bien,Alejandro Fernández,0.549,0.764,1,-5.881,1,0.0427,0.528,0,0.0782,0.573,157.502,188893,3,1
6bEyu7fMzsnP5COEg3RkWn,Lejos Conmigo,Greeicy and Alejandro Sanz,0.769,0.755,0,-4.405,1,0.162,0.0827,0,0.0638,0.747,91.887,175840,4,1
5N99e6LuN2tknGikNAwl8n,Quiéreme,Mike Bahía,0.766,0.671,7,-7.816,1,0.037,0.203,8.8e-05,0.139,0.592,108.043,182222,4,1
63Zaf8Rci6eOUPqDQ4fUFx,La Mitad,Camilo and Christian Nodal,0.724,0.443,7,-3.743,1,0.0329,0.73,0,0.101,0.763,97.194,177791,4,1
2JBs412fpVUuzIaIp3CyIs,Bendita Tu Luz,Maná,0.791,0.782,7,-4.973,1,0.0289,0.143,3.7e-06,0.107,0.635,115.992,264720,4,1
0FHNqVPxu14WivXR4Y2hFr,Creo en Ti,Reik,0.584,0.268,3,-9.54,1,0.0258,0.857,0,0.142,0.441,85.949,163333,4,1
2uhaDVmfG7pT94VO5jl2r4,Lo Mejor de Mi Vida Eres Tú (feat. Natalia Jiménez),Ricky Martin and Natalia Jiménez,0.727,0.812,3,-4.148,1,0.0405,0.543,0,0.0796,0.812,128.811,216613,4,1
3XV1E6VMiiUoRByV7nXVEA,Diferente,Paula Cendejas and Piso 21,0.775,0.55,8,-8.404,0,0.0628,0.565,1.1e-06,0.2,0.611,90.045,220647,4,1
3w6HBymB6v99gmhz4aiX1g,Para Siempre,Kany García,0.725,0.478,9,-6.814,1,0.0752,0.866,0,0.105,0.399,80.127,201600,4,1
